query,sop,score
麻烦问一下地址填错了还能改吗,商家入驻需先提交营业执照和资质材料,0.0
咨询一下电子发票在哪里下载怎么处理,处理规则：商品存在质量问题时可申请退货退款，并在系统中记录处理结果。,0.0
想问下账号登不上去提示密码错误怎么办,建议处理：企业发票需填写公司名称、税号等开票信息，审核通过后方可开具，完成后更新工单状态。,0.0
咨询一下怎么申请退款,建议处理：优惠券过期后将无法继续使用,0.0
帮我看看包裹丢了怎么处理,忘记密码时点击找回密码并重置登录密码,0.0
商品有问题怎么退货,处理规则：当支付失败时，可更换支付方式重新付款，并在系统中记录处理结果。,0.0
退货物流填错了怎么办,SOP：订单详情页可查看物流单号并跳转到承运商页面查询，并在系统中记录处理结果。,0.0
帮我看看登录提示需要身份验证怎么处理,建议处理：优惠券仅可在满足满减门槛的订单中使用，完成后更新工单状态。,0.0
请问退款后发票怎么处理,处理规则：当用户忘记密码时可通过短信验证重置密码，完成后更新工单状态。,0.0
怎么申请发票如何处理,处理规则：当用户忘记密码时可通过短信验证重置密码，完成后更新工单状态。,0.0
麻烦问一下发货太慢怎么催要怎么解决,商家入驻需先提交营业执照和资质材料。,0.0
麻烦问一下退款后发票怎么处理,处理规则：当用户忘记密码时可通过短信验证重置密码，完成后更新工单状态。,0.0
售后申请被拒绝怎么办,用户忘记密码时可通过短信验证重置密码,0.0
麻烦问一下验证码登录失败怎么办,订单支付超时后系统将在三十分钟后自动关闭订单,0.0
请教一下订单重复扣款怎么退款有没有处理办法,处理规则：首次登录时建议完成手机号绑定。,0.0
满减券不能用怎么办,建议处理：账号被冻结后需提交身份材料申请解冻，完成后更新工单状态。,0.0
登录提示需要身份验证怎么处理,建议处理：优惠券仅可在满足满减门槛的订单中使用，完成后更新工单状态。,0.0
我想知道发票一直没开出来怎么办,SOP：商家发货前可申请修改收货地址。,0.0
什么时候发货怎么处理,SOP：售后被拒绝时可补充凭证重新提交,0.0
微信支付后状态一直未更新怎么办,首次登录时建议完成手机号绑定，完成后更新工单状态。,0.0
想问下账号登不上去提示密码错误怎么办,SOP：若购物车内含不参与活动商品，可能导致整单无法使用指定优惠券，并在系统中记录处理结果。,0.0
请教一下发票一直没开出来怎么办,商品存在质量问题时可申请退货退款，并在系统中记录处理结果。,0.0
请教一下电子发票在哪里下载该怎么办,标准流程：商品存在质量问题时可申请退货退款，并在系统中记录处理结果。,0.0
请教一下售后申请被拒绝怎么办,处理规则：发票申请提交后将在一到三个工作日内完成审核。,0.0
商品坏了怎么走售后如何处理,建议处理：用户忘记密码时可通过短信验证重置密码，并在系统中记录处理结果。,0.0
麻烦问一下下单付款时提示风控拦截怎么办,处理规则：售后审核通过后系统将安排退款，完成后更新工单状态。,0.0
请教一下微信支付后状态一直未更新怎么办,标准流程：账号被冻结时需提交身份验证材料申请解冻，完成后更新工单状态。,0.0
咨询一下快递停滞几天了怎么办,处理规则：纸质发票如需邮寄，请确认邮寄地址和联系人信息无误。,0.0
咨询一下发票金额和订单不一致怎么办,商品存在质量问题时可申请退货退款,0.0
麻烦问一下快递异常怎么处理,SOP：当账号因输错密码次数过多被锁定时，等待解锁时间结束或通过身份验证解锁后重新登录。,0.0
想问下快递异常怎么处理,处理规则：售后被拒绝时可补充凭证重新提交，完成后更新工单状态。,0.0
请教一下满减券不能用怎么办,处理规则：账号被冻结后需提交身份材料申请解冻，必要时联系人工客服协助。,0.0
请问商家拒绝退款怎么办,SOP：登录需要二次验证时先完成身份校验，必要时联系人工客服协助。,0.0
帮我看看怎么申请发票该怎么办,当用户忘记密码时可通过短信验证重置密码,0.0
帮我看看快递显示签收但我没收到怎么办,标准流程：优惠券到账可能存在延迟，可稍后刷新页面再次查看，必要时联系人工客服协助。,0.0
想问下订单想退款怎么操作,标准流程：当支付失败时，可更换支付方式重新付款，必要时联系人工客服协助。,0.0
我想知道支付时优惠券失效了怎么办,账号被冻结后需提交身份材料申请解冻，完成后更新工单状态。,0.0
我想知道微信支付后状态一直未更新怎么办,首次登录时建议完成手机号绑定。,0.0
麻烦问一下账号登不上去提示密码错误怎么办,标准流程：若购物车内含不参与活动商品，可能导致整单无法使用指定优惠券，必要时联系人工客服协助。,0.0
麻烦问一下退款后发票怎么处理,处理规则：当用户忘记密码时可通过短信验证重置密码,0.0
发票金额和订单不一致怎么办,商品存在质量问题时可申请退货退款,0.0
咨询一下退款审核要多久怎么处理,SOP：用户忘记密码时可通过短信验证重置密码，并在系统中记录处理结果。,0.0
我想知道发货太慢怎么催应该怎么弄,发票抬头填写错误需红冲后重新开票,0.0
想问下付款后订单一直没成功怎么处理,标准流程：当用户忘记密码时，可通过找回密码流程恢复账号访问。,0.0
麻烦问一下账号登不上去提示密码错误怎么办,建议处理：商品签收后七天内可申请无理由退货，并在系统中记录处理结果。,0.0
咨询一下电子发票在哪里下载怎么处理,SOP：商品存在质量问题时可申请退货退款，完成后更新工单状态。,0.0
咨询一下账号登不上去提示密码错误怎么办,商品签收后七天内可申请无理由退货。,0.0
我想知道用户忘记密码登录不了怎么办,SOP：优惠券仅可在满足满减门槛的订单中使用,0.0
想问下地址填错了还能改吗,当账号被冻结时需提交身份验证材料申请解冻,0.0
帮我看看支付时报错了怎么办,发货后用户可在物流页查看运输节点更新，完成后更新工单状态。,0.0
咨询一下商家拒绝退款怎么办,SOP：物流停滞受天气、节假日或中转异常影响时，可等待一到两天后再观察节点更新，并在系统中记录处理结果。,0.0
账号登不上去提示密码错误怎么办,处理规则：企业发票需填写公司名称、税号等开票信息，审核通过后方可开具,0.0
发货太慢怎么催,发票抬头填写错误需红冲后重新开票,0.0
麻烦问一下账号被锁了怎么恢复登录,建议处理：商品签收后七天内可申请无理由退货，并在系统中记录处理结果。,0.0
请问用户无法登录系统怎么处理,订单支付超时后系统将在三十分钟后自动关闭订单,0.0
我想知道手机号换了收不到验证码怎么办,标准流程：订单支付超时后系统将在三十分钟后自动关闭订单，必要时联系人工客服协助。,0.0
麻烦问一下用户忘记密码登录不了怎么办,处理规则：当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件。,0.0
请教一下订单支付失败怎么办,处理规则：签收后七天内可申请无理由退货，超出时限需按商品规则处理,0.0
用户无法登录系统怎么处理,SOP：发票申请提交后将在一到三个工作日内完成审核。,0.0
想问下商家拒绝退款怎么办,处理规则：当支付失败时，可更换支付方式重新付款，完成后更新工单状态。,0.0
登录提示需要身份验证怎么处理,建议处理：商品签收后七天内可申请无理由退货,0.0
验证码登录失败怎么办,商家入驻审核通过后方可发布商品，必要时联系人工客服协助。,0.0
请问优惠券为什么用不了怎么处理,标准流程：账号被冻结后需提交身份材料申请解冻。,0.0
请问新人券不能使用怎么处理,处理规则：忘记密码时可通过找回密码流程恢复账号访问。,0.0
请问下单付款时提示风控拦截怎么办,标准流程：订单详情页可查看物流单号并跳转到承运商页面查询,0.0
请问发票一直没开出来怎么办,商家发货前可申请修改收货地址,0.0
咨询一下商家拒绝退款怎么办,SOP：登录需要二次验证时先完成身份校验，必要时联系人工客服协助。,0.0
验证码登录失败怎么办,SOP：商家入驻审核通过后方可发布商品，必要时联系人工客服协助。,0.0
请问支付页面卡住了怎么处理,当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品。,0.0
帮我看看登录时一直提示密码不对怎么办,建议处理：商品签收后七天内可申请无理由退货,0.0
请教一下订单已发货还能拦截吗要怎么解决,标准流程：当账号被冻结时需提交身份验证材料申请解冻,0.0
请教一下新人券不能使用怎么处理,SOP：当发货前发现地址填写错误时，可在商家发货前申请修改收货地址，并在系统中记录处理结果。,0.0
想问下支付时优惠券失效了怎么办,账号被冻结后需提交身份材料申请解冻,0.0
请问怎么申请发票要怎么解决,物流长时间未更新时可联系物流公司核实。,0.0
售后申请被拒绝怎么办,建议处理：用户忘记密码时可通过短信验证重置密码，必要时联系人工客服协助。,0.0
优惠券被回收了怎么办,SOP：发票抬头填写错误需红冲后重新开票，必要时联系人工客服协助。,0.0
想问下物流一直不更新怎么办,发票抬头填写错误需红冲后重新开票,0.0
请问密码不记得了怎么登录应该怎么弄,订单支付超时后系统将在三十分钟后自动关闭订单。,0.0
麻烦问一下活动价和优惠券能叠加吗有没有处理办法,处理规则：当用户忘记密码时，点击忘记密码按钮并完成身份校验后重置密码，恢复账号访问，必要时联系人工客服协助。,0.0
麻烦问一下密码不记得了怎么登录有没有处理办法,商家入驻审核通过后方可发布商品,0.0
用户忘记密码登录不了怎么办,当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件,0.0
请教一下优惠券过期了还能恢复吗有没有处理办法,处理规则：忘记密码时可通过找回密码流程恢复账号访问，并在系统中记录处理结果。,0.0
咨询一下怎么申请退款,处理规则：优惠券过期后将无法继续使用，必要时联系人工客服协助。,0.0
请问订单想退款怎么操作,标准流程：当支付失败时，可更换支付方式重新付款，必要时联系人工客服协助。,0.0
我想知道支付页面卡住了怎么处理,当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品。,0.0
麻烦问一下连续输错密码后无法登录怎么办,处理规则：订单支付超时后系统将在三十分钟后自动关闭订单。,0.0
发票审核失败怎么办,支付失败时可更换支付渠道重新付款,0.0
登录提示需要身份验证怎么处理,优惠券仅可在满足满减门槛的订单中使用,0.0
什么时候发货,当支付失败后订单仍保留时，需在有效期内重新支付，否则订单将自动取消，并在系统中记录处理结果。,0.0
咨询一下订单支付失败怎么办,标准流程：账号被冻结时需提交身份验证材料申请解冻，完成后更新工单状态。,0.0
麻烦问一下订单重复扣款怎么退款应该怎么弄,标准流程：首次登录时建议完成手机号绑定。,0.0
请问优惠券被回收了怎么办,建议处理：发票抬头填写错误需红冲后重新开票，必要时联系人工客服协助。,0.0
帮我看看微信支付后状态一直未更新怎么办,建议处理：账号被冻结时需提交身份验证材料申请解冻，必要时联系人工客服协助。,0.0
请教一下优惠券过期了还能恢复吗有没有处理办法,忘记密码时可通过找回密码流程恢复账号访问,0.0
咨询一下快递异常怎么处理,处理规则：售后被拒绝时可补充凭证重新提交。,0.0
微信支付后状态一直未更新怎么办,若用户急需商品，可优先与商家协商更换配送方式。,0.0
请教一下支付宝支付失败怎么办,售后审核通过后系统将安排退款,0.0
支付宝支付失败怎么办,处理规则：当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态，并在系统中记录处理结果。,0.9
请问满减券不能用怎么办,处理规则：当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件,0.9
我想知道满减券不能用怎么办,建议处理：当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件，完成后更新工单状态。,0.9
退款审核要多久,当退货物流信息填错时，及时修改正确单号并同步给商家以继续售后流程,0.9
请教一下收到货不满意可以退吗要怎么解决,SOP：当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品，并在系统中记录处理结果。,0.9
退款后发票怎么处理,企业发票需填写公司名称、税号等开票信息，审核通过后方可开具,0.9
麻烦问一下支付页面卡住了怎么处理,处理规则：当支付失败时，先确认支付渠道余额和限额，再更换支付方式重新付款。,0.9
咨询一下售后申请被拒绝怎么办,SOP：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入，并在系统中记录处理结果。,0.9
我想知道怎么查物流要怎么解决,标准流程：当包裹显示签收但用户未收到时，先联系派件员核实签收情况，必要时申请丢件调查或补发，完成后更新工单状态。,0.9
请教一下发票抬头填错了怎么办,标准流程：当电子发票未收到时，先检查邮箱垃圾箱，再到订单详情页重新下载电子发票。,0.9
我想知道快递显示签收但我没收到怎么办,标准流程：当订单已发货但需拦截时，联系商家发起物流拦截申请，拦截成功后再安排退款或重发,0.9
麻烦问一下退款后发票怎么处理,建议处理：企业发票需填写公司名称、税号等开票信息，审核通过后方可开具。,0.9
想问下微信支付后状态一直未更新怎么办,建议处理：当支付失败时，先确认支付渠道余额和限额，再更换支付方式重新付款，并在系统中记录处理结果。,0.9
帮我看看收到货不满意可以退吗怎么处理,SOP：当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品，并在系统中记录处理结果。,0.9
帮我看看支付页面卡住了怎么处理,SOP：当支付失败时，先确认支付渠道余额和限额，再更换支付方式重新付款，完成后更新工单状态。,0.9
退款后发票怎么处理,SOP：当退款发生后，如已开具发票需按规则申请红字发票或作废处理。,0.9
想问下发票一直没开出来怎么办,SOP：当电子发票未收到时，先检查邮箱垃圾箱，再到订单详情页重新下载电子发票。,0.9
想问下优惠券为什么用不了,SOP：当满减券不生效时，检查结算商品是否参与活动以及是否已达到最低使用门槛，并在系统中记录处理结果。,0.9
想问下发票一直没开出来怎么办,处理规则：当电子发票未收到时，先检查邮箱垃圾箱，再到订单详情页重新下载电子发票，完成后更新工单状态。,0.9
请问下单付款时提示风控拦截怎么办,标准流程：当支付被风控拦截时，需完成风险验证或更换支付账户后重新尝试付款，并在系统中记录处理结果。,0.9
收到货不满意可以退吗该怎么办,当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品，完成后更新工单状态。,0.9
想问下什么时候发货怎么处理,当发货前发现地址填写错误时，可在商家发货前申请修改收货地址，必要时联系人工客服协助。,0.9
请问下单付款时提示风控拦截怎么办,建议处理：当支付被风控拦截时，需完成风险验证或更换支付账户后重新尝试付款，并在系统中记录处理结果。,0.9
我想知道退款一直没到账怎么处理,标准流程：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入,0.9
怎么申请发票,处理规则：当退款发生后，如已开具发票需按规则申请红字发票或作废处理,0.9
帮我看看物流一直不更新怎么办,SOP：当包裹显示签收但用户未收到时，先联系派件员核实签收情况，必要时申请丢件调查或补发，并在系统中记录处理结果。,0.9
订单完成后怎么补开发票,标准流程：企业发票需填写公司名称、税号等开票信息，审核通过后方可开具,0.9
支付宝支付失败怎么办,当支付被风控拦截时，需完成风险验证或更换支付账户后重新尝试付款。,0.9
电子发票在哪里下载怎么处理,建议处理：企业发票需填写公司名称、税号等开票信息，审核通过后方可开具,0.9
麻烦问一下快递异常怎么处理,建议处理：当订单已发货但需拦截时，联系商家发起物流拦截申请，拦截成功后再安排退款或重发，必要时联系人工客服协助。,0.9
咨询一下订单想退款怎么操作,标准流程：当用户申请退款时，在订单详情页提交退款原因并等待商家审核，审核通过后原路退款,0.9
我想知道支付成功但页面显示未支付怎么办,当出现重复扣款时，核对支付流水后发起原路退款，仅保留一笔有效订单,0.9
想问下退款审核要多久应该怎么弄,当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入，必要时联系人工客服协助。,0.9
请教一下发票抬头填错了怎么办,处理规则：当电子发票未收到时，先检查邮箱垃圾箱，再到订单详情页重新下载电子发票，必要时联系人工客服协助。,0.9
新人券不能使用怎么处理,店铺券和平台券能否叠加需以活动规则为准，不支持叠加时仅可选择其中一种使用,0.9
麻烦问一下订单重复扣款怎么退款怎么处理,标准流程：当页面显示未支付但支付已成功时，以支付流水为准进行订单状态校正,0.9
请问商家拒绝退款怎么办,标准流程：当用户申请退款时，在订单详情页提交退款原因并等待商家审核，审核通过后原路退款,0.9
想问下商家拒绝退款怎么办,处理规则：当用户申请退款时，在订单详情页提交退款原因并等待商家审核，审核通过后原路退款，完成后更新工单状态。,0.9
请教一下支付成功但页面显示未支付怎么办,SOP：当出现重复扣款时，核对支付流水后发起原路退款，仅保留一笔有效订单，完成后更新工单状态。,0.9
麻烦问一下银行卡扣款了但订单没生成怎么办,当页面显示未支付但支付已成功时，以支付流水为准进行订单状态校正，完成后更新工单状态。,0.9
请问密码不记得了怎么登录该怎么办,建议处理：当用户忘记密码时，点击忘记密码按钮并完成身份校验后重置密码，恢复账号访问。,0.9
想问下商品坏了怎么走售后要怎么解决,标准流程：当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品，必要时联系人工客服协助。,0.9
咨询一下满减券不能用怎么办,处理规则：当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件,0.9
商品坏了怎么走售后如何处理,当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品,0.9
想问下活动价和优惠券能叠加吗,建议处理：当满减券不生效时，检查结算商品是否参与活动以及是否已达到最低使用门槛，并在系统中记录处理结果。,0.9
想问下怎么查物流如何处理,标准流程：当包裹显示签收但用户未收到时，先联系派件员核实签收情况，必要时申请丢件调查或补发，完成后更新工单状态。,0.9
我想知道订单重复扣款怎么退款要怎么解决,当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态，必要时联系人工客服协助。,0.9
支付页面卡住了怎么处理,当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态，必要时联系人工客服协助。,0.9
请教一下收到货不满意可以退吗要怎么解决,当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品,0.9
发票邮箱填错了怎么改,标准流程：当退款发生后，如已开具发票需按规则申请红字发票或作废处理，并在系统中记录处理结果。,0.9
订单完成后怎么补开发票有没有处理办法,企业发票需填写公司名称、税号等开票信息，审核通过后方可开具,0.9
帮我看看订单支付失败怎么办,标准流程：当页面显示未支付但支付已成功时，以支付流水为准进行订单状态校正，并在系统中记录处理结果。,0.9
想问下快递异常怎么处理,标准流程：当物流长时间未更新时，先核对承运商节点信息，再联系物流公司或商家发起物流异常核查。,0.9
麻烦问一下退款一直没到账怎么处理,当退款迟迟未到账时，先核对退款状态和原支付渠道到账周期，超时后联系客服处理,0.9
我想知道快递异常怎么处理,SOP：当物流长时间未更新时，先核对承运商节点信息，再联系物流公司或商家发起物流异常核查。,0.9
麻烦问一下付款后订单一直没成功怎么处理,当支付被风控拦截时，需完成风险验证或更换支付账户后重新尝试付款,0.9
帮我看看下单付款时提示风控拦截怎么办,当支付失败时，先确认支付渠道余额和限额，再更换支付方式重新付款,0.9
我想知道支付页面卡住了怎么处理,当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态，必要时联系人工客服协助。,0.9
麻烦问一下包裹丢了怎么处理,标准流程：当发货超时未出库时，提醒商家尽快发货，超出承诺时效可申请补偿或取消订单,0.9
想问下退款后发票怎么处理,处理规则：当退款发生后，如已开具发票需按规则申请红字发票或作废处理，完成后更新工单状态。,0.9
退款后发票怎么处理,处理规则：当退款发生后，如已开具发票需按规则申请红字发票或作废处理。,0.9
请教一下发票金额和订单不一致怎么办,当退款发生后，如已开具发票需按规则申请红字发票或作废处理,0.9
帮我看看登录时一直提示密码不对怎么办,标准流程：当用户忘记密码时，点击忘记密码按钮并完成身份校验后重置密码，恢复账号访问，并在系统中记录处理结果。,0.9
帮我看看连续输错密码后无法登录怎么办,当系统提示密码错误时，引导用户确认账号信息后使用找回密码流程重置密码,0.9
请教一下活动价和优惠券能叠加吗,当满减券不生效时，检查结算商品是否参与活动以及是否已达到最低使用门槛,0.9
帮我看看退款审核要多久该怎么办,建议处理：当退货物流信息填错时，及时修改正确单号并同步给商家以继续售后流程,0.9
想问下怎么申请发票,当退款发生后，如已开具发票需按规则申请红字发票或作废处理,0.9
请问怎么申请退款如何处理,当退货物流信息填错时，及时修改正确单号并同步给商家以继续售后流程，必要时联系人工客服协助。,0.9
麻烦问一下快递异常怎么处理,当订单已发货但需拦截时，联系商家发起物流拦截申请，拦截成功后再安排退款或重发,0.9
请教一下怎么申请退款有没有处理办法,当退货物流信息填错时，及时修改正确单号并同步给商家以继续售后流程,0.9
帮我看看退款审核要多久如何处理,标准流程：当退货物流信息填错时，及时修改正确单号并同步给商家以继续售后流程,0.9
想问下支付成功但页面显示未支付怎么办,标准流程：当支付失败时，先确认支付渠道余额和限额，再更换支付方式重新付款，完成后更新工单状态。,0.9
请问支付成功但页面显示未支付怎么办,标准流程：当支付失败时，先确认支付渠道余额和限额，再更换支付方式重新付款，完成后更新工单状态。,0.9
商品有问题怎么退货要怎么解决,当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入,0.9
我想知道订单重复扣款怎么退款,当页面显示未支付但支付已成功时，以支付流水为准进行订单状态校正，并在系统中记录处理结果。,0.9
售后申请被拒绝怎么办,标准流程：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入,0.9
想问下密码不记得了怎么登录,标准流程：当用户收不到短信验证码时，先检查手机号绑定状态，再切换邮箱验证或联系客服处理。,0.9
请教一下退款一直没到账怎么处理,当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品，必要时联系人工客服协助。,0.9
下单付款时提示风控拦截怎么办,处理规则：当支付被风控拦截时，需完成风险验证或更换支付账户后重新尝试付款，完成后更新工单状态。,0.9
请教一下退款一直没到账怎么处理,标准流程：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入,0.9
麻烦问一下商家拒绝退款怎么办,标准流程：当用户申请退款时，在订单详情页提交退款原因并等待商家审核，审核通过后原路退款,0.9
请问新人券不能使用怎么处理,店铺券和平台券能否叠加需以活动规则为准，不支持叠加时仅可选择其中一种使用,0.9
活动价和优惠券能叠加吗,SOP：当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件,0.9
新人券不能使用怎么处理,处理规则：店铺券和平台券能否叠加需以活动规则为准，不支持叠加时仅可选择其中一种使用，完成后更新工单状态。,0.9
发票抬头填错了怎么办,SOP：当电子发票未收到时，先检查邮箱垃圾箱，再到订单详情页重新下载电子发票,0.9
连续输错密码后无法登录怎么办,SOP：当系统提示密码错误时，引导用户确认账号信息后使用找回密码流程重置密码，必要时联系人工客服协助。,0.9
退款审核要多久,建议处理：当退货物流信息填错时，及时修改正确单号并同步给商家以继续售后流程，必要时联系人工客服协助。,0.9
帮我看看售后申请被拒绝怎么办,当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入,0.9
请教一下快递异常怎么处理,当包裹显示签收但用户未收到时，先联系派件员核实签收情况，必要时申请丢件调查或补发,0.9
请教一下活动价和优惠券能叠加吗怎么处理,SOP：当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件,0.9
想问下连续输错密码后无法登录怎么办,当系统提示密码错误时，引导用户确认账号信息后使用找回密码流程重置密码,0.9
咨询一下订单支付失败怎么办,当页面显示未支付但支付已成功时，以支付流水为准进行订单状态校正,0.9
下单付款时提示风控拦截怎么办,建议处理：当支付被风控拦截时，需完成风险验证或更换支付账户后重新尝试付款，并在系统中记录处理结果。,0.9
活动价和优惠券能叠加吗,当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件,0.9
想问下退款一直没到账怎么处理,SOP：当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品，并在系统中记录处理结果。,0.9
想问下退款后发票怎么处理,处理规则：当退款发生后，如已开具发票需按规则申请红字发票或作废处理。,0.9
请教一下商品有问题怎么退货,标准流程：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入，并在系统中记录处理结果。,0.9
请教一下退款一直没到账怎么处理,建议处理：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入。,0.9
发票邮箱填错了怎么改,当退款发生后，如已开具发票需按规则申请红字发票或作废处理,0.9
优惠券为什么用不了,处理规则：当满减券不生效时，检查结算商品是否参与活动以及是否已达到最低使用门槛，完成后更新工单状态。,0.9
想问下领了优惠券结算时不生效要怎么解决,处理规则：店铺券和平台券能否叠加需以活动规则为准，不支持叠加时仅可选择其中一种使用，必要时联系人工客服协助。,0.9
请问订单完成后怎么补开发票怎么处理,处理规则：企业发票需填写公司名称、税号等开票信息，审核通过后方可开具，完成后更新工单状态。,0.9
帮我看看优惠券为什么用不了,店铺券和平台券能否叠加需以活动规则为准，不支持叠加时仅可选择其中一种使用,0.9
商品坏了怎么走售后,当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入。,0.9
想问下银行卡扣款了但订单没生成怎么办,标准流程：当扣款成功但订单未更新为已支付时，查询支付回调记录并触发补单流程修正订单状态。,0.9
什么时候发货怎么处理,处理规则：当发货超时未出库时，提醒商家尽快发货，超出承诺时效可申请补偿或取消订单，并在系统中记录处理结果。,0.9
咨询一下发票一直没开出来怎么办,订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱，必要时联系人工客服协助。,0.9
我想知道支付宝支付失败怎么办,标准流程：当支付被风控拦截时，需完成风险验证或更换支付账户后重新尝试付款，必要时联系人工客服协助。,0.9
想问下发票一直没开出来怎么办,订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱,0.9
咨询一下商品坏了怎么走售后该怎么办,当商品存在质量问题时，上传问题图片后发起退货退款申请，并按要求寄回商品,0.9
咨询一下订单支付失败怎么办,标准流程：当页面显示未支付但支付已成功时，以支付流水为准进行订单状态校正，并在系统中记录处理结果。,0.9
麻烦问一下退货物流填错了怎么办,SOP：当退款迟迟未到账时，先核对退款状态和原支付渠道到账周期，超时后联系客服处理，并在系统中记录处理结果。,0.9
咨询一下售后申请被拒绝怎么办,标准流程：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入,0.9
请问登录时一直提示密码不对怎么办,SOP：当用户忘记密码时，点击忘记密码按钮并完成身份校验后重置密码，恢复账号访问,0.9
我想知道企业发票怎么开怎么处理,标准流程：订单完成后可在发票中心提交开票信息，审核通过后生成电子发票并发送到预留邮箱，并在系统中记录处理结果。,0.9
咨询一下退款一直没到账怎么处理,标准流程：当售后被拒绝时，可根据拒绝原因补充凭证后再次提交或申请平台介入,0.9
麻烦问一下验证码登录失败怎么办,标准流程：当系统提示密码错误时，引导用户确认账号信息后使用找回密码流程重置密码，必要时联系人工客服协助。,0.9
订单支付失败怎么办,SOP：当页面显示未支付但支付已成功时，以支付流水为准进行订单状态校正，完成后更新工单状态。,0.9
我想知道快递显示签收但我没收到怎么办,建议处理：当订单已发货但需拦截时，联系商家发起物流拦截申请，拦截成功后再安排退款或重发。,0.9
想问下优惠券为什么用不了有没有处理办法,SOP：当满减券不生效时，检查结算商品是否参与活动以及是否已达到最低使用门槛，并在系统中记录处理结果。,0.9
我想知道账号登不上去提示密码错误怎么办,建议处理：当登录需要二次验证时，校验绑定手机或邮箱验证码，验证通过后允许登录。,0.9
怎么申请发票,标准流程：当退款发生后，如已开具发票需按规则申请红字发票或作废处理，完成后更新工单状态。,0.9
想问下满减券不能用怎么办,处理规则：店铺券和平台券能否叠加需以活动规则为准，不支持叠加时仅可选择其中一种使用，并在系统中记录处理结果。,0.9
物流一直不更新怎么办,建议处理：当物流长时间未更新时，先核对承运商节点信息，再联系物流公司或商家发起物流异常核查,0.9
我想知道微信支付后状态一直未更新怎么办,当支付失败时，先确认支付渠道余额和限额，再更换支付方式重新付款,0.9
什么时候发货,建议处理：当发货超时未出库时，提醒商家尽快发货，超出承诺时效可申请补偿或取消订单。,0.9
咨询一下发票邮箱填错了怎么改该怎么办,处理规则：当退款发生后，如已开具发票需按规则申请红字发票或作废处理。,0.9
麻烦问一下包裹丢了怎么处理,当发货超时未出库时，提醒商家尽快发货，超出承诺时效可申请补偿或取消订单。,0.9
帮我看看物流一直不更新怎么办,建议处理：当订单已发货但需拦截时，联系商家发起物流拦截申请，拦截成功后再安排退款或重发，完成后更新工单状态。,0.9
麻烦问一下领了优惠券结算时不生效如何处理,当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件,0.9
发票一直没开出来怎么办,处理规则：当发票抬头填写错误时，在未开票前可修改抬头信息，已开票需申请红冲后重新开具。,0.9
怎么申请退款要怎么解决,当退货物流信息填错时，及时修改正确单号并同步给商家以继续售后流程，必要时联系人工客服协助。,0.9
想问下领了优惠券结算时不生效该怎么办,处理规则：当优惠券无法使用时，先核对有效期、适用商品范围和订单金额是否满足使用条件，必要时联系人工客服协助。,0.9
